,日期索引,入流过程
2133/6/14,17,19712.65654
2133/6/15,17,21623.9102
2133/6/16,17,22164.02003
2133/6/17,17,18943.85989
2133/6/18,17,15188.28851
2133/6/19,17,18159.14497
2133/6/20,17,17328.46001
2133/6/21,18,18930.34946
2133/6/22,18,21813.75068
2133/6/23,18,22412.26144
2133/6/24,18,26924.86359
2133/6/25,18,26994.68517
2133/6/26,18,19638.9116
2133/6/27,18,23835.92914
2133/6/28,18,24836.51071
2133/6/29,18,24858.50346
2133/6/30,18,26294.45987
2133/7/1,19,22751.01907
2133/7/2,19,22305.0182
2133/7/3,19,23910.37644
2133/7/4,19,23767.40045
2133/7/5,19,28257.60022
2133/7/6,19,40217.73294
2133/7/7,19,26798.03201
2133/7/8,19,27068.54777
2133/7/9,19,25272.08177
2133/7/10,19,17916.0653
2133/7/11,20,21174.66581
2133/7/12,20,19450.03773
2133/7/13,20,24511.35908
2133/7/14,20,22873.07324
2133/7/15,20,25648.58091
2133/7/16,20,25484.7555
2133/7/17,20,21286.58472
2133/7/18,20,23863.30912
2133/7/19,20,35095.99181
2133/7/20,20,30357.47426
2133/7/21,21,26113.78273
2133/7/22,21,30817.57906
2133/7/23,21,24413.03001
2133/7/24,21,29895.25175
2133/7/25,21,29332.76392
2133/7/26,21,22566.40932
2133/7/27,21,25345.7902
2133/7/28,21,30535.70798
2133/7/29,21,25216.40853
2133/7/30,21,24120.6939
2133/7/31,21,19277.03585
2133/8/1,22,28917.16237
2133/8/2,22,32368.35714
2133/8/3,22,19582.28124
2133/8/4,22,24077.12228
2133/8/5,22,26136.3895
2133/8/6,22,24517.42125
2133/8/7,22,19576.9924
2133/8/8,22,18576.17383
2133/8/9,22,23082.77212
2133/8/10,22,26688.19103
2133/8/11,23,24523.23219
2133/8/12,23,20978.27437
2133/8/13,23,14920.05723
2133/8/14,23,15989.8758
2133/8/15,23,22048.92566
2133/8/16,23,28500.73877
2133/8/17,23,24728.0996
2133/8/18,23,31196.49896
2133/8/19,23,23674.01903
2133/8/20,23,22693.493
2133/8/21,24,18359.94069
2133/8/22,24,27095.85625
2133/8/23,24,21699.59749
2133/8/24,24,20333.08827
2133/8/25,24,27178.20843
2133/8/26,24,21928.1251
2133/8/27,24,23575.5641
2133/8/28,24,28720.75405
2133/8/29,24,22922.37455
2133/8/30,24,25312.79112
2133/8/31,24,29784.94781
2133/9/1,25,24544.87673
2133/9/2,25,24139.53993
2133/9/3,25,25788.98067
2133/9/4,25,30566.42853
2133/9/5,25,27944.58631
2133/9/6,25,24051.31775
2133/9/7,25,21094.18197
2133/9/8,25,17055.0894
2133/9/9,25,18661.88134
2133/9/10,25,20803.18895
2133/9/11,26,23121.99977
2133/9/12,26,23578.01209
2133/9/13,26,27937.8988
2133/9/14,26,21652.60514
2133/9/15,26,25195.16914
2133/9/16,26,18933.20421
2133/9/17,26,22022.30272
2133/9/18,26,17147.13214
2133/9/19,26,16609.63783
2133/9/20,26,18136.00234
2133/9/21,27,15478.22687
2133/9/22,27,13519.5208
2133/9/23,27,15808.2265
2133/9/24,27,17820.04364
2133/9/25,27,19122.21343
2133/9/26,27,16676.62264
2133/9/27,27,20355.8945
2133/9/28,27,22374.91174
2133/9/29,27,22776.7721
2133/9/30,27,20364.20161
2133/10/1,28,19968.1569
2133/10/2,28,20661.57316
2133/10/3,28,21063.79986
2133/10/4,28,16741.72986
2133/10/5,28,19518.66
2133/10/6,28,20757.14192
2133/10/7,28,23174.1021
2133/10/8,28,23892.53249
2133/10/9,28,22341.6311
2133/10/10,28,17617.81092
2133/10/11,29,18224.49037
2133/10/12,29,15998.52427
2133/10/13,29,13820.52558
2133/10/14,29,16138.66863
2133/10/15,29,13903.39202
2133/10/16,29,11664.91881
2133/10/17,29,11507.91996
2133/10/18,29,12245.58613
2133/10/19,29,13719.96751
2133/10/20,29,10800.51342
2133/10/21,30,11706.31844
2133/10/22,30,12425.11661
2133/10/23,30,14851.19412
2133/10/24,30,13003.09137
2133/10/25,30,12267.30318
2133/10/26,30,13548.67949
2133/10/27,30,13287.39831
2133/10/28,30,11695.53632
2133/10/29,30,14332.25461
2133/10/30,30,12213.96916
2133/10/31,30,10190.64998
2133/11/1,31,10795.64273
2133/11/2,31,9957.742684
2133/11/3,31,11766.40161
2133/11/4,31,10813.68673
2133/11/5,31,12776.7789
2133/11/6,31,10044.22842
2133/11/7,31,9439.997537
2133/11/8,31,10384.29733
2133/11/9,31,9766.718208
2133/11/10,31,9453.263024
2133/11/11,32,7721.026847
2133/11/12,32,9480.330196
2133/11/13,32,9317.115284
2133/11/14,32,8101.445228
2133/11/15,32,6817.148557
2133/11/16,32,7606.430185
2133/11/17,32,7222.430588
2133/11/18,32,7534.221351
2133/11/19,32,8637.043708
2133/11/20,32,8646.177912
2133/11/21,33,9904.13337
2133/11/22,33,7723.162967
2133/11/23,33,8335.534122
2133/11/24,33,9679.65806
2133/11/25,33,7424.284888
2133/11/26,33,7702.768705
2133/11/27,33,7300.940103
2133/11/28,33,7436.26921
2133/11/29,33,8942.74542
2133/11/30,33,7135.211793
2133/12/1,34,6651.175182
2133/12/2,34,7091.168122
2133/12/3,34,6001.948822
2133/12/4,34,6123.205526
2133/12/5,34,7108.91272
2133/12/6,34,7555.012944
2133/12/7,34,6384.468941
2133/12/8,34,6202.22271
2133/12/9,34,7455.009517
2133/12/10,34,5869.656581
2133/12/11,35,6106.952744
2133/12/12,35,6897.304514
2133/12/13,35,7121.947678
2133/12/14,35,7068.73428
2133/12/15,35,6496.49477
2133/12/16,35,6187.701638
2133/12/17,35,6034.000194
2133/12/18,35,6210.662044
2133/12/19,35,4972.970361
2133/12/20,35,5912.817142
2133/12/21,36,6286.808965
2133/12/22,36,5971.250311
2133/12/23,36,5910.991101
2133/12/24,36,5432.576676
2133/12/25,36,6177.161295
2133/12/26,36,5841.284892
2133/12/27,36,5924.691987
2133/12/28,36,6534.25554
2133/12/29,36,5391.798644
2133/12/30,36,5979.03801
2133/12/31,36,5940.054806
2134/1/1,1,7905.960039
2134/1/2,1,5981.585338
2134/1/3,1,7241.945858
2134/1/4,1,8306.168488
2134/1/5,1,6467.446736
2134/1/6,1,7020.188798
2134/1/7,1,6369.503087
2134/1/8,1,6371.698477
2134/1/9,1,6419.289879
2134/1/10,1,6039.76884
2134/1/11,2,6107.016146
2134/1/12,2,6072.935412
2134/1/13,2,6068.735235
2134/1/14,2,6869.616102
2134/1/15,2,7988.086647
2134/1/16,2,6909.138074
2134/1/17,2,6516.215888
2134/1/18,2,6110.601403
2134/1/19,2,6594.237806
2134/1/20,2,6135.791845
2134/1/21,3,6553.294702
2134/1/22,3,7038.465021
2134/1/23,3,6445.30357
2134/1/24,3,7254.567553
2134/1/25,3,6007.715607
2134/1/26,3,5843.415236
2134/1/27,3,6215.402727
2134/1/28,3,7509.551452
2134/1/29,3,6366.998803
2134/1/30,3,6624.144857
2134/1/31,3,5943.103124
2134/2/1,4,6520.063195
2134/2/2,4,6930.162944
2134/2/3,4,6581.971748
2134/2/4,4,6801.350567
2134/2/5,4,6411.401716
2134/2/6,4,5357.123344
2134/2/7,4,6565.718199
2134/2/8,4,5836.393132
2134/2/9,4,6376.300988
2134/2/10,4,5031.119689
2134/2/11,5,6100.450573
2134/2/12,5,6096.102593
2134/2/13,5,6016.691923
2134/2/14,5,6493.825651
2134/2/15,5,6326.574251
2134/2/16,5,6813.965331
2134/2/17,5,6649.976095
2134/2/18,5,6561.85616
2134/2/19,5,6498.045775
2134/2/20,5,6194.461973
2134/2/21,6,6615.439527
2134/2/22,6,6090.593305
2134/2/23,6,5645.106372
2134/2/24,6,6561.226257
2134/2/25,6,7514.093902
2134/2/26,6,8021.224537
2134/2/27,6,6363.220334
2134/2/28,6,6377.830842
2134/3/1,7,6341.476376
2134/3/2,7,6902.309358
2134/3/3,7,5781.933094
2134/3/4,7,5928.722193
2134/3/5,7,6739.670225
2134/3/6,7,6145.744896
2134/3/7,7,6499.772876
2134/3/8,7,6714.903145
2134/3/9,7,5972.805518
2134/3/10,7,6951.490416
2134/3/11,8,7063.450973
2134/3/12,8,6098.905617
2134/3/13,8,6438.178985
2134/3/14,8,5486.056023
2134/3/15,8,5822.950414
2134/3/16,8,6134.608256
2134/3/17,8,6841.944905
2134/3/18,8,7039.809245
2134/3/19,8,7572.203674
2134/3/20,8,6183.618269
2134/3/21,9,6627.94625
2134/3/22,9,6473.535494
2134/3/23,9,6276.001649
2134/3/24,9,6221.320697
2134/3/25,9,6064.522144
2134/3/26,9,7289.498674
2134/3/27,9,7401.075174
2134/3/28,9,5991.329469
2134/3/29,9,5519.756973
2134/3/30,9,6272.610849
2134/3/31,9,7467.537988
2134/4/1,10,6874.213018
2134/4/2,10,7926.125722
2134/4/3,10,7967.880129
2134/4/4,10,8288.986591
2134/4/5,10,9236.319951
2134/4/6,10,8147.035587
2134/4/7,10,7898.437507
2134/4/8,10,7325.143968
2134/4/9,10,7394.595454
2134/4/10,10,8437.179337
2134/4/11,11,6886.730404
2134/4/12,11,7312.738772
2134/4/13,11,8424.649186
2134/4/14,11,8021.41364
2134/4/15,11,7670.56398
2134/4/16,11,9449.434324
2134/4/17,11,7400.581501
2134/4/18,11,8967.068079
2134/4/19,11,10611.64519
2134/4/20,11,10030.95688
2134/4/21,12,9884.162482
2134/4/22,12,7465.834056
2134/4/23,12,7041.274847
2134/4/24,12,7282.120962
2134/4/25,12,8755.395352
2134/4/26,12,7911.846279
2134/4/27,12,7778.590099
2134/4/28,12,7827.01512
2134/4/29,12,9470.830248
2134/4/30,12,10288.65796
2134/5/1,13,8799.346714
2134/5/2,13,9632.25753
2134/5/3,13,10840.24729
2134/5/4,13,12116.66678
2134/5/5,13,9516.703695
2134/5/6,13,9298.120384
2134/5/7,13,11255.05847
2134/5/8,13,13868.92258
2134/5/9,13,16546.62136
2134/5/10,13,15608.34037
2134/5/11,14,17887.91781
2134/5/12,14,18245.74241
2134/5/13,14,16261.77558
2134/5/14,14,15898.55947
2134/5/15,14,13954.54282
2134/5/16,14,13244.73933
2134/5/17,14,13066.32432
2134/5/18,14,15517.21826
2134/5/19,14,17549.52859
2134/5/20,14,13806.70896
2134/5/21,15,11663.46365
2134/5/22,15,13168.76763
2134/5/23,15,15159.39381
2134/5/24,15,14958.54131
2134/5/25,15,15857.6526
2134/5/26,15,16033.31896
2134/5/27,15,17127.33927
2134/5/28,15,18534.72929
2134/5/29,15,20429.71113
2134/5/30,15,21366.58939
2134/5/31,15,19314.28389
2134/6/1,16,17909.48597
2134/6/2,16,19382.125
2134/6/3,16,17106.35751
2134/6/4,16,19382.74148
2134/6/5,16,19619.6488
2134/6/6,16,20291.61472
2134/6/7,16,25802.5394
2134/6/8,16,20135.07612
2134/6/9,16,23962.79553
2134/6/10,16,21984.57221
2134/6/11,17,20846.95409
2134/6/12,17,24321.7401
2134/6/13,17,22438.62417
2134/6/14,17,20698.51392
2134/6/15,17,23637.43114
2134/6/16,17,24250.5629
2134/6/17,17,25354.33339
2134/6/18,17,22963.41371
2134/6/19,17,21912.41651
2134/6/20,17,21777.73037
2134/6/21,18,20225.82193
2134/6/22,18,20553.60538
2134/6/23,18,20598.50824
2134/6/24,18,26428.83961
2134/6/25,18,33895.81959
2134/6/26,18,21458.29871
2134/6/27,18,20384.97449
2134/6/28,18,20440.41643
2134/6/29,18,31149.61
2134/6/30,18,22292.19701
2134/7/1,19,23013.66605
2134/7/2,19,21998.34542
2134/7/3,19,34254.81631
2134/7/4,19,23729.69125
2134/7/5,19,26656.01886
2134/7/6,19,21119.21936
2134/7/7,19,25131.45808
2134/7/8,19,34825.43426
2134/7/9,19,29650.09367
2134/7/10,19,18599.72392
2134/7/11,20,26595.3944
2134/7/12,20,31716.05307
2134/7/13,20,26680.37187
2134/7/14,20,31371.21038
2134/7/15,20,27956.31114
2134/7/16,20,27834.17962
2134/7/17,20,24939.82538
2134/7/18,20,31066.60746
2134/7/19,20,29069.42749
2134/7/20,20,33888.3081
2134/7/21,21,35168.13438
2134/7/22,21,18080.93199
2134/7/23,21,22339.8346
2134/7/24,21,30051.2574
2134/7/25,21,22691.97954
2134/7/26,21,28600.16548
2134/7/27,21,36466.14238
2134/7/28,21,32308.72323
2134/7/29,21,27149.2788
2134/7/30,21,22581.60187
2134/7/31,21,24444.24787
2134/8/1,22,27255.17354
2134/8/2,22,24201.92008
2134/8/3,22,27144.33089
2134/8/4,22,32263.44637
2134/8/5,22,43406.50952
2134/8/6,22,34273.51914
2134/8/7,22,21897.78949
2134/8/8,22,22966.57105
2134/8/9,22,21628.4171
2134/8/10,22,25011.89274
2134/8/11,23,27038.11787
2134/8/12,23,20002.13978
2134/8/13,23,19097.15402
2134/8/14,23,25754.82625
2134/8/15,23,25623.99422
2134/8/16,23,22560.97099
2134/8/17,23,27324.39334
2134/8/18,23,19589.80569
2134/8/19,23,28241.74487
2134/8/20,23,24033.4597
2134/8/21,24,23309.88868
2134/8/22,24,26615.65271
2134/8/23,24,27096.54511
2134/8/24,24,21423.31598
2134/8/25,24,34189.33183
2134/8/26,24,17609.07499
2134/8/27,24,22863.06628
2134/8/28,24,24455.67816
2134/8/29,24,25329.07861
2134/8/30,24,27623.87473
2134/8/31,24,36244.3241
2134/9/1,25,18978.59902
2134/9/2,25,19477.83788
2134/9/3,25,19503.28602
2134/9/4,25,23010.28192
2134/9/5,25,25345.79752
2134/9/6,25,26576.55369
2134/9/7,25,28839.29171
2134/9/8,25,29757.35551
2134/9/9,25,28611.62802
2134/9/10,25,26357.93246
2134/9/11,26,22309.39166
2134/9/12,26,20234.97539
2134/9/13,26,23292.375
2134/9/14,26,21199.00565
2134/9/15,26,26262.33457
2134/9/16,26,26629.3295
2134/9/17,26,21039.6907
2134/9/18,26,18655.52782
2134/9/19,26,16263.7351
2134/9/20,26,14874.98862
2134/9/21,27,17707.11154
2134/9/22,27,19258.65642
2134/9/23,27,17052.01141
2134/9/24,27,15535.54501
2134/9/25,27,18405.51412
2134/9/26,27,14934.8203
2134/9/27,27,17450.81414
2134/9/28,27,18292.62695
2134/9/29,27,18575.73918
2134/9/30,27,17490.15183
2134/10/1,28,14792.60862
2134/10/2,28,15417.23488
2134/10/3,28,13779.35506
2134/10/4,28,14130.81743
2134/10/5,28,16219.42941
2134/10/6,28,14655.20644
2134/10/7,28,16925.84277
2134/10/8,28,15743.95649
2134/10/9,28,12576.40309
2134/10/10,28,13750.41367
2134/10/11,29,15003.28306
2134/10/12,29,16576.41438
2134/10/13,29,18858.89977
2134/10/14,29,19914.06209
2134/10/15,29,15530.42408
2134/10/16,29,17478.41515
2134/10/17,29,15512.31096
2134/10/18,29,18533.95285
2134/10/19,29,16164.34053
2134/10/20,29,19172.89959
2134/10/21,30,21194.63922
2134/10/22,30,19376.9024
2134/10/23,30,18264.38291
2134/10/24,30,15234.49942
2134/10/25,30,17700.46045
2134/10/26,30,16017.41593
2134/10/27,30,15999.13484
2134/10/28,30,13779.77883
2134/10/29,30,13667.93908
2134/10/30,30,14926.78701
2134/10/31,30,13007.8525
2134/11/1,31,15215.57888
2134/11/2,31,16138.34615
2134/11/3,31,14351.88766
2134/11/4,31,16966.43838
2134/11/5,31,17143.57925
2134/11/6,31,13279.94404
2134/11/7,31,15615.69115
2134/11/8,31,12017.04744
2134/11/9,31,10412.2866
2134/11/10,31,8613.577987
2134/11/11,32,10571.6718
2134/11/12,32,10032.62714
2134/11/13,32,8495.413803
2134/11/14,32,10065.27518
2134/11/15,32,10055.90141
2134/11/16,32,8370.947024
2134/11/17,32,8258.650466
2134/11/18,32,9565.888087
2134/11/19,32,10811.18375
2134/11/20,32,8517.065997
2134/11/21,33,7643.560866
2134/11/22,33,8570.843215
2134/11/23,33,7839.013275
2134/11/24,33,8671.008566
2134/11/25,33,8910.863593
2134/11/26,33,8767.8117
2134/11/27,33,8683.085448
2134/11/28,33,8409.099908
2134/11/29,33,8299.560951
2134/11/30,33,8600.058359
2134/12/1,34,9886.957124
2134/12/2,34,7658.07469
2134/12/3,34,7495.335199
2134/12/4,34,6766.103301
2134/12/5,34,7065.93071
2134/12/6,34,7379.162446
2134/12/7,34,7118.597736
2134/12/8,34,8225.15499
2134/12/9,34,8299.800065
2134/12/10,34,9302.331004
2134/12/11,35,7566.318164
2134/12/12,35,6396.682859
2134/12/13,35,7003.446646
2134/12/14,35,7440.854021
2134/12/15,35,5776.376119
2134/12/16,35,6384.662926
2134/12/17,35,6096.515532
2134/12/18,35,5920.02065
2134/12/19,35,6681.967157
2134/12/20,35,6917.415144
2134/12/21,36,6795.307827
2134/12/22,36,7043.670094
2134/12/23,36,6258.603175
2134/12/24,36,6880.539449
2134/12/25,36,6804.654724
2134/12/26,36,7281.793361
2134/12/27,36,6567.828799
2134/12/28,36,7055.042162
2134/12/29,36,7251.860293
2134/12/30,36,5704.1929
2134/12/31,36,6229.930843
2135/1/1,1,6395.940117
2135/1/2,1,5907.324511
2135/1/3,1,5232.130151
2135/1/4,1,4677.73753
2135/1/5,1,4961.734994
2135/1/6,1,5798.851201
2135/1/7,1,5244.127386
2135/1/8,1,6240.243464
2135/1/9,1,5923.937776
2135/1/10,1,5206.503767
2135/1/11,2,5597.714744
2135/1/12,2,5346.992318
2135/1/13,2,5081.312708
2135/1/14,2,5710.972643
2135/1/15,2,5262.342718
2135/1/16,2,6164.278808
2135/1/17,2,5390.800592
2135/1/18,2,5122.879217
2135/1/19,2,4738.094494
2135/1/20,2,5635.963674
2135/1/21,3,5632.057229
2135/1/22,3,5417.181664
2135/1/23,3,5235.808883
2135/1/24,3,5054.652469
2135/1/25,3,6311.725124
2135/1/26,3,6473.626593
2135/1/27,3,4965.633865
2135/1/28,3,5776.756175
2135/1/29,3,5212.023519
2135/1/30,3,5101.297611
2135/1/31,3,4976.121755
2135/2/1,4,5470.889253
2135/2/2,4,5191.493466
2135/2/3,4,4729.514923
2135/2/4,4,5808.936544
2135/2/5,4,5816.007889
2135/2/6,4,6014.704757
2135/2/7,4,4540.7658
2135/2/8,4,4806.44692
2135/2/9,4,5338.835521
2135/2/10,4,4669.031323
2135/2/11,5,4546.946977
2135/2/12,5,4630.631589
2135/2/13,5,4890.132802
2135/2/14,5,5791.820683
2135/2/15,5,5214.997642
2135/2/16,5,5594.349454
2135/2/17,5,6467.898426
2135/2/18,5,5380.828684
2135/2/19,5,5777.565333
2135/2/20,5,5066.095275
2135/2/21,6,5501.242556
2135/2/22,6,4922.007483
2135/2/23,6,5502.608628
2135/2/24,6,6024.017135
2135/2/25,6,5507.244528
2135/2/26,6,4788.239386
2135/2/27,6,5766.438941
2135/2/28,6,5736.327303
2135/3/1,7,5039.521796
2135/3/2,7,5873.773119
2135/3/3,7,5658.891453
2135/3/4,7,6016.09465
2135/3/5,7,5558.061407
2135/3/6,7,6413.533209
2135/3/7,7,6673.61277
2135/3/8,7,6180.255839
2135/3/9,7,5049.176743
2135/3/10,7,5424.199078
2135/3/11,8,4867.759839
2135/3/12,8,5539.578136
2135/3/13,8,5217.931129
2135/3/14,8,6322.749218
2135/3/15,8,6986.201866
2135/3/16,8,6406.820612
2135/3/17,8,5097.387879
2135/3/18,8,4983.436861
2135/3/19,8,5304.114409
2135/3/20,8,5568.829684
2135/3/21,9,5410.460387
2135/3/22,9,4539.737648
2135/3/23,9,4963.823019
2135/3/24,9,5916.854521
2135/3/25,9,5673.477655
2135/3/26,9,5567.019802
2135/3/27,9,5797.058025
2135/3/28,9,5640.543757
2135/3/29,9,5475.872107
2135/3/30,9,6677.875696
2135/3/31,9,6342.569249
2135/4/1,10,6999.896882
2135/4/2,10,6839.289495
2135/4/3,10,6110.138694
2135/4/4,10,5694.772066
2135/4/5,10,5967.050634
2135/4/6,10,6243.545175
2135/4/7,10,6115.621076
2135/4/8,10,6918.766304
2135/4/9,10,6824.667154
2135/4/10,10,5970.433418
2135/4/11,11,5857.226976
2135/4/12,11,6512.247948
2135/4/13,11,7460.694561
2135/4/14,11,8287.971184
2135/4/15,11,6821.482561
2135/4/16,11,7059.374766
2135/4/17,11,7459.719521
2135/4/18,11,8057.435432
2135/4/19,11,7025.59629
2135/4/20,11,8770.877168
2135/4/21,12,7194.887323
2135/4/22,12,8460.623126
2135/4/23,12,9232.382223
2135/4/24,12,8257.359004
2135/4/25,12,8260.571454
2135/4/26,12,7318.629815
2135/4/27,12,8036.344883
2135/4/28,12,9004.465892
2135/4/29,12,10903.30283
2135/4/30,12,13555.09091
2135/5/1,13,14866.5826
2135/5/2,13,15594.41069
2135/5/3,13,15575.92507
2135/5/4,13,12271.82076
2135/5/5,13,10721.69189
2135/5/6,13,10192.96714
2135/5/7,13,9432.516965
2135/5/8,13,11302.14673
2135/5/9,13,11161.41598
2135/5/10,13,13300.54652
2135/5/11,14,14738.11551
2135/5/12,14,13655.74266
2135/5/13,14,11621.11375
2135/5/14,14,12426.42214
2135/5/15,14,11114.40297
2135/5/16,14,13531.28545
2135/5/17,14,14031.92224
2135/5/18,14,13136.31292
2135/5/19,14,15045.86448
2135/5/20,14,14610.77435
2135/5/21,15,16457.04393
2135/5/22,15,15206.99548
2135/5/23,15,16442.21973
2135/5/24,15,17942.18385
2135/5/25,15,18124.98546
2135/5/26,15,19306.2953
2135/5/27,15,15119.72403
2135/5/28,15,18564.02984
2135/5/29,15,18709.40362
2135/5/30,15,17521.09648
2135/5/31,15,17478.2829
2135/6/1,16,17301.52264
2135/6/2,16,18828.5157
2135/6/3,16,20848.64703
2135/6/4,16,15781.3061
2135/6/5,16,16961.37955
2135/6/6,16,16512.01311
2135/6/7,16,16995.66251
2135/6/8,16,17032.44955
2135/6/9,16,17374.35323
2135/6/10,16,17902.47861
2135/6/11,17,15911.35251
2135/6/12,17,20364.43547
2135/6/13,17,17372.14097
2135/6/14,17,24289.26782
2135/6/15,17,16140.46506
2135/6/16,17,19499.23726
2135/6/17,17,23025.22434
2135/6/18,17,16766.84994
2135/6/19,17,17400.29261
2135/6/20,17,20203.23013
2135/6/21,18,19048.28487
2135/6/22,18,16878.3503
2135/6/23,18,18282.31574
2135/6/24,18,17214.98656
2135/6/25,18,21366.60586
2135/6/26,18,19088.90893
2135/6/27,18,20794.45294
2135/6/28,18,19052.86357
2135/6/29,18,18674.29829
2135/6/30,18,21832.5151
2135/7/1,19,21226.81083
2135/7/2,19,21544.66708
2135/7/3,19,19744.19099
2135/7/4,19,21721.84519
2135/7/5,19,30939.43319
2135/7/6,19,48233.63726
2135/7/7,19,26593.84296
2135/7/8,19,23540.31744
2135/7/9,19,31794.86205
2135/7/10,19,21860.62987
2135/7/11,20,22268.15149
2135/7/12,20,23488.51744
2135/7/13,20,23436.08531
2135/7/14,20,23216.10055
2135/7/15,20,24205.26492
2135/7/16,20,24995.41452
2135/7/17,20,21297.33228
2135/7/18,20,25786.53934
2135/7/19,20,24217.38249
2135/7/20,20,27444.73491
2135/7/21,21,23642.33863
2135/7/22,21,29115.64545
2135/7/23,21,20379.38489
2135/7/24,21,31562.85171
2135/7/25,21,21007.54952
2135/7/26,21,29909.36575
2135/7/27,21,28464.7362
2135/7/28,21,16518.24117
2135/7/29,21,17466.57452
2135/7/30,21,25537.07775
2135/7/31,21,18155.72133
2135/8/1,22,27675.28522
2135/8/2,22,22275.51373
2135/8/3,22,27311.09868
2135/8/4,22,19267.76557
2135/8/5,22,25848.7611
2135/8/6,22,22317.24421
2135/8/7,22,21591.43221
2135/8/8,22,18243.90452
2135/8/9,22,13271.95009
2135/8/10,22,18505.89178
2135/8/11,23,26207.64036
2135/8/12,23,20569.88551
2135/8/13,23,28721.75595
2135/8/14,23,25449.57518
2135/8/15,23,27397.50356
2135/8/16,23,18890.1549
2135/8/17,23,17662.93806
2135/8/18,23,20341.42267
2135/8/19,23,18320.90814
2135/8/20,23,23737.26628
2135/8/21,24,22919.32291
2135/8/22,24,20635.68023
2135/8/23,24,25117.73853
2135/8/24,24,22608.9317
2135/8/25,24,27667.72416
2135/8/26,24,19084.02367
2135/8/27,24,25479.48108
2135/8/28,24,24879.28931
2135/8/29,24,20403.55254
2135/8/30,24,22787.0422
2135/8/31,24,34113.88789
2135/9/1,25,17176.72571
2135/9/2,25,19058.16173
2135/9/3,25,22449.85471
2135/9/4,25,26011.60832
2135/9/5,25,23336.89785
2135/9/6,25,26366.95127
2135/9/7,25,29984.82347
2135/9/8,25,32045.73171
2135/9/9,25,33208.41964
2135/9/10,25,24959.89969
2135/9/11,26,28683.95185
2135/9/12,26,21693.55664
2135/9/13,26,21782.65008
2135/9/14,26,18001.32725
2135/9/15,26,18476.26486
2135/9/16,26,19004.05758
2135/9/17,26,21080.18929
2135/9/18,26,16885.40671
2135/9/19,26,18061.46717
2135/9/20,26,16158.17885
2135/9/21,27,18306.53558
2135/9/22,27,19549.18208
2135/9/23,27,15815.31714
2135/9/24,27,14057.03125
2135/9/25,27,16865.87819
2135/9/26,27,16426.05193
2135/9/27,27,15279.70384
2135/9/28,27,16775.9588
2135/9/29,27,16222.45962
2135/9/30,27,18750.10033
2135/10/1,28,18039.84483
2135/10/2,28,17391.32099
2135/10/3,28,16896.37766
2135/10/4,28,16882.99577
2135/10/5,28,16628.83778
2135/10/6,28,17371.08499
2135/10/7,28,17332.37196
2135/10/8,28,18611.14645
2135/10/9,28,19890.62413
2135/10/10,28,21221.08823
2135/10/11,29,16587.54158
2135/10/12,29,16273.52941
2135/10/13,29,15790.43464
2135/10/14,29,13274.12798
2135/10/15,29,13189.92105
2135/10/16,29,13694.59131
2135/10/17,29,17035.12044
2135/10/18,29,13611.49735
2135/10/19,29,16339.13679
2135/10/20,29,12387.10151
2135/10/21,30,13324.83352
2135/10/22,30,13462.13377
2135/10/23,30,13799.69146
2135/10/24,30,16719.34408
2135/10/25,30,12639.6486
2135/10/26,30,10573.61778
2135/10/27,30,12905.73293
2135/10/28,30,10820.75742
2135/10/29,30,8915.884325
2135/10/30,30,9360.612654
2135/10/31,30,7169.657169
2135/11/1,31,8731.801153
2135/11/2,31,7327.400662
2135/11/3,31,6407.331795
2135/11/4,31,6452.927531
2135/11/5,31,6475.042404
2135/11/6,31,7927.534039
2135/11/7,31,9537.452372
2135/11/8,31,8761.301564
2135/11/9,31,9999.466436
2135/11/10,31,12200.19185
2135/11/11,32,14785.29944
2135/11/12,32,12890.9505
2135/11/13,32,12406.20642
2135/11/14,32,11169.41473
2135/11/15,32,10181.33867
2135/11/16,32,10202.69047
2135/11/17,32,8030.20682
2135/11/18,32,6970.692011
2135/11/19,32,7265.148575
2135/11/20,32,6210.801726
2135/11/21,33,7107.569939
2135/11/22,33,6357.549988
2135/11/23,33,7147.384626
2135/11/24,33,6224.907498
2135/11/25,33,6633.224386
2135/11/26,33,6367.67614
2135/11/27,33,7377.623868
2135/11/28,33,5883.127131
2135/11/29,33,6284.488243
2135/11/30,33,6762.276012
2135/12/1,34,7649.152556
2135/12/2,34,6774.919973
2135/12/3,34,7734.167607
2135/12/4,34,7719.702603
2135/12/5,34,7716.138204
2135/12/6,34,6714.100784
2135/12/7,34,5696.322398
2135/12/8,34,4796.568
2135/12/9,34,5014.361381
2135/12/10,34,5388.268897
2135/12/11,35,5667.563103
2135/12/12,35,4737.082161
2135/12/13,35,4941.156496
2135/12/14,35,5485.459855
2135/12/15,35,5287.936763
2135/12/16,35,5338.297291
2135/12/17,35,6045.083363
2135/12/18,35,5537.783185
2135/12/19,35,5821.461367
2135/12/20,35,6185.000847
2135/12/21,36,5543.08502
2135/12/22,36,5106.072909
2135/12/23,36,5864.806809
2135/12/24,36,4526.300322
2135/12/25,36,5256.517166
2135/12/26,36,4993.477087
2135/12/27,36,5292.947987
2135/12/28,36,4679.75124
2135/12/29,36,5240.728738
2135/12/30,36,5028.853608
2135/12/31,36,5202.601898
2136/1/1,1,3740.351426
2136/1/2,1,3985.479536
